objectid,title,location,address,city,state,zip_code,subject,datebuilt_architect,latitude,longitude,architect,filename,rights,format,date_all,date
iaahs015,Christ Church,Center City,20 N. American St.,Philadelphia,PA,19106,church,"1727-1754, John Kearsley; numerous alterations",39.9859239,-75.1632481,John Kearsley,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Christ_Church_Phila_crop.JPG/500px-Christ_Church_Phila_crop.JPG,"By PVSBond at English Wikipedia, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=18750815",image/jpeg,1727;1754,1727
iaahs016,Philadelphia Knights of Pythias,Center City,19th and Addison Sts.,Philadelphia,PA,19146,,"1923, Lackman & Murphy",39.990821,-75.168428,Lackman & Murphy,https://upload.wikimedia.org/wikipedia/commons/6/66/GreenwoodSign.jpg,"By BillFlis - Own work, Public Domain, https://commons.wikimedia.org/w/index.php?curid=5658134",image/jpeg,1923,1923
iaahs017,Arch Street Friends Meeting House,Center City,302-338 Arch St.,Philadelphia,PA,19106,church,"1804, O. Biddle",39.9447626,-75.1674205,O. Biddle,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Arch_Street_Friends_Meeting_House_%2853572939205%29.jpg/2560px-Arch_Street_Friends_Meeting_House_%2853572939205%29.jpg,"By ajay_suresh - Arch Street Friends Meeting House, CC BY 2.0, https://commons.wikimedia.org/w/index.php?curid=146141631",image/jpeg,1804,1804
iaahs018,Engine 11 Fire Station,Center City,1016-18 South St.,Philadelphia,PA,19147,fire station,"ca. 1902, Philip Johnson",39.942643,-75.159251,Philip Johnson,https://upload.wikimedia.org/wikipedia/commons/a/ab/Engine_11_%28145711785%29.jpeg,"By Jason Knauer - Imported from 500px (archived version) by the Archive Team. (detail page), CC BY 3.0, https://commons.wikimedia.org/w/index.php?curid=84709460",image/jpeg,1902,1902
iaahs019,Standard Theater,Center City,1124-8 South St.,Philadelphia,PA,19147,theater,"alterations, 1889, Rowe & Dagit; alterations, 1892, A. Wade",39.943754,-75.166382,Rowe & Dagit;A. Wade,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Gibson%27s_New_Standard_Theatre_Philadelphia_PA_%281919%29.jpg/792px-Gibson%27s_New_Standard_Theatre_Philadelphia_PA_%281919%29.jpg,"By Editor-in-Chief Clement Richardson - The National Cyclopedia of the Colored Race, Editor-in-Chief Clement Richardson (1919) National Publishing Co., Inc. Montgomery AL (https://archive.org/details/nationalcycloped01richrich/page/n4), Public Domain, https://commons.wikimedia.org/w/index.php?curid=83211989",image/jpeg,1889;1892,1889
iaahs020,St. Peter Claver Roman Catholic Church / Fourth Presbyterian Church,Center City,1200-1210 Lombard St.,Philadelphia,PA,19147,church,"1841-1842, Thomas Ustick Walter; alterations and rectory, 1895, E. F. Durang",39.943947,-75.159541,Thomas Ustick Walter;E. F. Durang,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/St_Peter_Claver_Catholic_Church_Historical_Marker_1200_Lombard_St_Philadelphia_PA_%28DSC_3200%29.jpg/1920px-St_Peter_Claver_Catholic_Church_Historical_Marker_1200_Lombard_St_Philadelphia_PA_%28DSC_3200%29.jpg?20191120212640,"By Nick-philly - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=84184051",image/jpeg,1841;1842;1895,1841
iaahs021,St. Paul Church / Mask and Wig Club,Center City,312 S. Quince St.,Philadelphia,PA,19107,church,"ca. 1834; alterations, 1843-1853; alterations, 1894, 1903, Wilson Eyre",39.94644,-75.160266,Wilson Eyre,https://upload.wikimedia.org/wikipedia/commons/4/4f/Mask%26Wig.jpg,"By George A. Eisenman, HABS photographer - Library of Congress, Historic American Buildings Survey, HABS PA,51-PHILA,551-1, Public Domain, https://commons.wikimedia.org/w/index.php?curid=7878092",image/jpeg,1834;1843;1853;1894;1903,1834
iaahs022,A. M. E. Book Concern,Center City,631 Pine St.,Philadelphia,PA,19106,,,39.944173,-75.1529647,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/A_M_E_Book_Concern_Historical_Marker_631_Pine_St_Philadelphia_PA_%28DSC_3438%29.jpg/1920px-A_M_E_Book_Concern_Historical_Marker_631_Pine_St_Philadelphia_PA_%28DSC_3438%29.jpg?20191120212629,"By Nick-philly - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=84184041",image/jpeg,,
iaahs023,Benezet's School / Quaker African School House,Center City,Willings Alley,Philadelphia,PA,19106,school,,40.0991261,-74.9235652,,,,record,,
iaahs024,Benjamin Banneker Institute,Center City,409 S. 11th St.,Philadelphia,PA,19147,,,39.963052,-75.198687,,https://upload.wikimedia.org/wikipedia/commons/f/fd/Benjamin_Banneker_Institute_Historical_Marker_409_S_11th_St_Philadelphia_PA_%28DSC_4213%29.jpg,"By NMGiovannucci - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=110457052",image/jpeg,,
iaahs025,Dunbar Theater / Lincoln Theater,Center City,Broad and Lombard Streets.,Philadelphia,PA,19146,theater,,37.9365752,-87.8768004,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/The_Dunbar_Theatre_Historical_Marker_Southwest_Corner_Broad_and_Lombard_Streets_Philadelphia_PA_%28DSC_3182%29.jpg/1920px-The_Dunbar_Theatre_Historical_Marker_Southwest_Corner_Broad_and_Lombard_Streets_Philadelphia_PA_%28DSC_3182%29.jpg?20191101210248,"By Nick-philly - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=83579365",image/jpeg,,
iaahs026,Female Anti-Slavery Society,Center City,107 N. 5th St.,Philadelphia,PA,19106,,,39.966843,-75.145813,,https://upload.wikimedia.org/wikipedia/en/1/12/PFASS_seal.jpg,"Public Domain, https://en.wikipedia.org/w/index.php?curid=49447722",image/jpeg,,
iaahs027,Frederick Douglass Memorial Hospital,Center City,1512 or 1522 Lombard St.,Philadelphia,PA,19146,hospital,,39.990821,-75.168428,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Frederick_Douglass_Memorial_Hospital_Historical_Marker_1526_Lombard_St_Philadelphia_PA_%28DSC_4426%29_%28cropped%29.jpg/898px-Frederick_Douglass_Memorial_Hospital_Historical_Marker_1526_Lombard_St_Philadelphia_PA_%28DSC_4426%29_%28cropped%29.jpg?20240229041440,"By NMGiovannucci - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=145928725",image/jpeg,,
iaahs028,Free African Society,Center City,6th and Lombard Sts.,Philadelphia,PA,19147,,,39.94258,-75.149553,,https://upload.wikimedia.org/wikipedia/commons/b/bb/Absalom-Jones_Peale.jpg,"By Raphaelle Peale - Delaware Art Museum, User:Delart, Public Domain, https://commons.wikimedia.org/w/index.php?curid=6055954",image/jpeg,,
iaahs029,Grendel's Lair,Center City,500 South St.,Philadelphia,PA,19147,,,39.941747,-75.150875,,https://digital.library.temple.edu/digital/api/singleitem/image/p15037coll3/190/default.jpg?highlightTerms=Grendel%27s%20Lair,"This material is subject to copyright law and is made available for private study, scholarship, and research purposes only. For access to the original or a high resolution reproduction, and for permission to publish, please contact Temple University Libraries, Special Collections Research Center, scrc@temple.edu, 215-204-8257.",image/jpeg,,
iaahs030,Historic St. George's Methodist Church,Center City,235 N. 4th St.,Philadelphia,PA,19106,church,"1767, 1812",39.992082,-75.138301,,https://tile.loc.gov/storage-services/service/pnp/habshaer/pa/pa0800/pa0801/photos/139825pv.jpg,No known restrictions on images made by the U.S. Government; images copied from other sources may be restricted. https://www.loc.gov/rr/print/res/114_habs.html,image/jpeg,1767;1812,1767
iaahs031,"James Forten, Sr. House / Charlotte Forten House",Center City,336 Lombard St.,Philadelphia,PA,19147,dwelling,,39.943947,-75.159541,,https://upload.wikimedia.org/wikipedia/commons/4/4a/James_Forten_School.jpg,"By John Trevor Custis - https://www.philadelphiabuildings.org/pab/app/im_display.cfm/507052?ProjectId=A58FFA28-E058-4F08-A5BE25FAB9D4BFD0, Public Domain, https://commons.wikimedia.org/w/index.php?curid=146540233",image/jpeg,,
iaahs032,Liberation of Jane Johnson,Center City,211 S. Columbus Blvd.,Philadelphia,PA,19106,,,39.990821,-75.168428,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Rescue_of_Jane_Johnson.png,"By William Still / ""Engravings by Bensell, Schell, and others."" - The underground rail road. A record of facts, authentic narratives, letters, &c., narrating the hardships, hair-breadth escapes, and death struggles of the slaves in their efforts for freedom, as related by themselves and others, or witnessed by the author; together with sketches of some of the largest stockholders, and most liberal aiders and advisers, of the road. William Still, 1872. (Available from archive.org.), Public Domain, https://commons.wikimedia.org/w/index.php?curid=34858978",image/jpeg,,
iaahs033,Lombard Street Riot,Center City,6th & Lombard,Philadelphia,PA,19147,,n/a,39.94258,-75.149553,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Rescue_of_Jane_Johnson.png,"By Bucholzer, H., artist - Library of CongressCatalog: http://lccn.loc.gov/2003654121Image download: http://cdn.loc.gov/service/pnp/pga/05200/05259v.jpgOriginal url: https://www.loc.gov/pictures/item/2003654121/, Public Domain, https://commons.wikimedia.org/w/index.php?curid=66174047",image/jpeg,,
iaahs034,Octavius V. Catto House Site,Center City,814 South St.,Philadelphia,PA,19147,dwelling,demolished ca. 1990,39.942303,-75.156023,,https://upload.wikimedia.org/wikipedia/commons/d/db/Octavius_Catto.jpg,"By Unknown author - Metadata says Smithsonian Institution but is visually the same image from https://exhibits.library.villanova.edu/institute-colored-youth/graduates/ov-catto/, Public Domain, https://commons.wikimedia.org/w/index.php?curid=3167085",image/jpeg,1990,1990
iaahs035,Octavius V. Catto School Building #2,Center City,2028-2038 Lombard St.,Philadelphia,PA,19146,school,,39.943947,-75.159541,,https://upload.wikimedia.org/wikipedia/commons/1/1c/Octavius_V_Catto_Secondary_School_Colored_Lombard_Street_above_Twentieth_Philadelphia_PA_%281897%29.jpg,"By Burk & McFetridge - The Public Schools of Philadelphia: Historical, Biographical, Statistical by John Trevor Custis, Burk & McFetridge Co. Publisher, 1897 (https://archive.org/details/publicschoolsph00custgoog/), Public Domain, https://commons.wikimedia.org/w/index.php?curid=83085831",image/jpeg,,
iaahs036,ODUNDE Festival,Center City,23rd and South Sts.,Philadelphia,PA,19146,,,39.990821,-75.168428,,https://upload.wikimedia.org/wikipedia/commons/7/7d/OdundeFestivalGraysFerry.jpg,"By 4t4grfgz - my cameraPreviously published: my camera, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=26571835",image/jpeg,,
iaahs037,Pennsylvania Abolition Society,Center City,"Front St., below Chestnut St.",Philadelphia,PA,19106,,,39.990821,-75.168428,,https://upload.wikimedia.org/wikipedia/commons/3/30/1851_photograph_of_Philadelphia_abolitionists%2C_Pennsylvania_Abolition_Society_fonded_april_14th_1775.png,"By Pennsylvania Anti-Slavery Society par Edu.lva.virginia.gov - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=129483275",image/jpeg,,
iaahs038,Pennsylvania Hall,Center City,6th and Haines Sts.,Philadelphia,PA,,hall,1838; burned 1838,39.990821,-75.168428,,https://upload.wikimedia.org/wikipedia/commons/c/c8/Pennsylvania_Hall_%28Philadelphia%29.jpg,"By History of Pennsylvania Hall (Phila.: Mayhew and Gunn, 1838) - http://www.pfj-maritime.com/web/TheTeam/StephenPayne.aspx, Public Domain, https://commons.wikimedia.org/w/index.php?curid=22029410",image/jpeg,1838;1838,1838
iaahs039,Robert Bogle Catering Establishment,Center City,112 S. 8th St.,Philadelphia,PA,19107,caterer,,39.94909,-75.15425,,,,record,,
iaahs040,Robert Mara Adger House,Center City,823 South St.,Philadelphia,PA,19147,dwelling,,39.943754,-75.166382,,,,record,,
iaahs041,Thaddeus Kosciuszko House / Kosciuszko National Memorial,Center City,301-303 Pine St.,Philadelphia,PA,19106,dwelling,1750-1780,39.953331,-75.224626,,https://upload.wikimedia.org/wikipedia/commons/f/ff/Thaddeus-Kosciuszko-NMem.jpg,"By Jack Boucher - Library of Congress, Historic American Buildings Survey: HABS PA,51-PHILA,536-2http://memory.loc.gov/pnp/habshaer/pa/pa1200/pa1222/photos/139037pv.jpg, Public Domain, https://commons.wikimedia.org/w/index.php?curid=845289",image/jpeg,1750;1780,1750
iaahs042,Wesley A.M.E. Zion Church,Center City,1500-1504 Lombard St.,Philadelphia,PA,19146,church,"1925, 1926",39.943947,-75.159541,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Wesley_AME_Zion_Philly.JPG/1920px-Wesley_AME_Zion_Philly.JPG,"By Smallbones - Own work, CC0, https://commons.wikimedia.org/w/index.php?curid=31144251",image/jpeg,1925;1926,1925
iaahs043,Church of the Advocate,North,1801 W. Diamond St.,Philadelphia,PA,19121,church,"1891, 1897,  Charles M. Burns",39.9410541,-75.1664937,Charles M. Burns,https://upload.wikimedia.org/wikipedia/commons/2/2d/Church-of-the-Advocate-Phila.png,"By Unknown author - Library of Congress, Historic American Buildings Survey: HABS PA,51-PHILA,734-2, Public Domain, https://commons.wikimedia.org/w/index.php?curid=4093845",image/jpeg,1891;1897,1891
iaahs044,Greater Exodus Baptist Church / Our Lady of Blessed Sacrament / Central Presbyterian Church,North,708-714 N. Broad St.,Philadelphia,PA,19130,church,"ca. 1877, Collins Autenreith",40.010581,-75.150898,Collins Autenreith,,,record,1877,1877
iaahs045,Uptown Theater,North,2240 N. Broad St.,Philadelphia,PA,19132,theater,"1927, 1929, E. Magiziner, H. Magiziner",39.987403,-75.15652,E. Magiziner; H. Magiziner,https://upload.wikimedia.org/wikipedia/commons/4/4c/Uptown_Theater%2C_Broad_St%2C_Philly_1.JPG,"By Smallbones - Own work, CC0, https://commons.wikimedia.org/w/index.php?curid=34097882",image/jpeg,1927;1929,1927
iaahs046,Peter A. B. Widener Mausoleum (Laurel Hill Cemetery),North,3822 Ridge Ave.,Philadelphia,PA,19132,mausoleum,"mausoleum ca. 1915, Horace Trumbauer (Julian Abele)",39.96086,-75.156768,Horace Trumbauer (Julian Abele),https://upload.wikimedia.org/wikipedia/commons/3/36/Peter_Widener_Mausoleum.jpg,"By Dwkaminski - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=91432494",image/jpeg,1915,1915
iaahs047,Wayland Temple Baptist Church / Columbia Avenue Methodist Church,North,2500 Cecil B. Moore Ave.,Philadelphia,PA,19121,church,"1888, Oscar Frotscher; alterations, 1916, George Savage",39.980753,-75.175932,Oscar Frotscher;George Savage,https://digital.librarycompany.org/islandora/object/digitool%3A97555/datastream/TN/view?solr_nav%5Bid%5D=13ab8e35ada705663cae&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=0,"Libray Company of Philadelphia, https://www.librarycompany.org/",image/jpeg,1888;1916,1888
iaahs048,Zion Baptist Church / St. Paul Reformed Church / Trinity Reformed Church,North,3600 N. Broad St.,Philadelphia,PA,19140,church,"1904, Stearns & Castor; alterations, 1914, Stearns & Castor; alterations, 1973, Eshbach, Glass, Kale & Associates",40.007963,-75.152024,"Stearns & Castor;Stearns & Castor;Eshbach, Glass, Kale & Associates",https://upload.wikimedia.org/wikipedia/commons/8/8b/ZION_EDUCATIONAL_ANNEX_AND_ZION_BAPTIST_CHURCH_NORTH_PHILADELPHIA.jpg,"By JERRYE & ROY KLOTZ M.D. - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=132358337",image/jpeg,1904;1914;1973,1904
iaahs049,Freedom Theatre,North,1346 N. Broad St.,Philadelphia,PA,19121,theater,"1853, 1865; Stephen D. Button",40.010581,-75.150898,Stephen D. Button,,,record,1853;1865,1853
iaahs050,Berean Presbyterian Church Site / Berean Institute,North,1906-1926 S. College Ave.,Philadelphia,PA,19121,church,"1884; 1888, T. P. Chandler",39.9399634,-75.1647782,T. P. Chandler,,,record,1884; 1888,1884
iaahs051,Universal Negro Improvement Association (UNIA),North,1609-11 Cecil B. Moore Ave.,Philadelphia,PA,19121,,"ca. 1894, Thomas Lonsdale",39.979375,-75.161489,Thomas Lonsdale,https://digital.library.temple.edu/digital/api/singleitem/image/p15037coll3/12037/default.jpg?highlightTerms=Universal%20Negro%20Improvement%20Association,"This material is subject to copyright law and is made available for private study, scholarship, and research purposes only. For access to the original or a high resolution reproduction, and for permission to publish, please contact Temple University Libraries, Special Collections Research Center, scrc@temple.edu, 215-204-8257.",image/jpeg,1894,1894
iaahs052,Girard College,North,2101 S. College Ave.,Philadelphia,PA,19121,school,"1833, Thomas Ustick Walter; 1968",39.972627,-75.173802,Thomas Ustick Walter,https://upload.wikimedia.org/wikipedia/commons/f/f8/Girard_College.jpg,"By evrik - Bruce Andersen, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=3176990",image/jpeg,1833,1833
iaahs053,Union A.M.E. Church / Hedding M. E. Church / Calvary Baptist Church,North,655 N. 16th St.,Philadelphia,PA,19130,church,"before 1859; alterations, 1902, Watson & Huckel; alterations, 1906, C. Davis",39.966666,-75.163569,Watson & Huckel;C. Davis,https://digital.librarycompany.org/islandora/object/digitool:97025/datastream/JPG/view,"Libray Company of Philadelphia, https://www.librarycompany.org/",image/jpeg,1859;1902;1906,1859
iaahs054,Unity Mission / Charles T. Ellis House,North,1430 N. Broad St.,Philadelphia,PA,19121,dwelling,"ca. 1891, William Decker",39.975493,-75.15912,William Decker,,,record,1891,1891
iaahs055,Metropolitan Opera House,North,848-860 N. Broad St.,Philadelphia,PA,19130,opera house; church,"1908, William McElfatrick",40.010581,-75.150898,William McElfatrick,https://upload.wikimedia.org/wikipedia/commons/6/6c/The_Met_Philadelphia_%2853574194471%29.jpg,"By ajay_suresh - The Met Philadelphia, CC BY 2.0, https://commons.wikimedia.org/w/index.php?curid=146171159",image/jpeg,1908,1908
iaahs056,Shibe Park / Connie Mack Stadium,North,2701 N. 21st St.,Philadelphia,PA,19132,stadium,"1908-1909, William Steele & Sons Co.; numerous alterations; demolished 1976",39.983256,-75.168608,William Steele & Sons Co.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Grand_Stand_Entrance_of_Shibe_Park.jpg/440px-Grand_Stand_Entrance_of_Shibe_Park.jpg,"By George Grantham Bain Collection (Library of Congress). - This image is available from the United States Library of Congress's Prints and Photographs divisionunder the digital ID cph.3b26893.This tag does not indicate the copyright status of the attached work. A normal copyright tag is still required. See Commons:Licensing., Public Domain, https://commons.wikimedia.org/w/index.php?curid=8334231",image/jpeg,1908;1909;1976,1908
iaahs057,Divine Lorraine Hotel,North,699 N. Broad St.,Philadelphia,PA,19123,hotel; apartment building,"1894, Willis G. Hale",37.801124,-122.428063,Willis G. Hale,https://upload.wikimedia.org/wikipedia/commons/0/00/Divine_Lorraine_from_Southwest.JPG,"By Absecon 59 at English Wikipedia, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=10639617",image/jpeg,1894,1894
iaahs058,Baker Bowl,North,N. Broad and W. Lehigh Ave.,Philadelphia,PA,19132,stadium,1887; demolished 1950,39.9526248,-75.1569986,,https://upload.wikimedia.org/wikipedia/commons/e/e9/Baker_Bowl_and_Huntingdon_Street_station%2C_1928.jpg,"By Unknown author - Originally published in an unknown outlet shortly after being taken. This version is scanned from Diamonds: The Evolution of the Ballpark, page 145., Public Domain, https://commons.wikimedia.org/w/index.php?curid=49306297",image/jpeg,1887; 1950,1887
iaahs059,Black Panthers Headquarters,North,1928 Cecil B. Moore Ave.,Philadelphia,PA,19121,,,39.9444141,-75.1656692,,https://digital.library.temple.edu/digital/api/singleitem/image/p15037coll3/53359/default.jpg?highlightTerms=Black%20Panther%20Party,"This material is subject to copyright law and is made available for private study, scholarship, and research purposes only. For access to the original or a high resolution reproduction, and for permission to publish, please contact Temple University Libraries, Special Collections Research Center, scrc@temple.edu, 215-204-8257.",image/jpeg,,
iaahs060,Cyrus Bustill House,North,near 3rd and Green Sts.,Philadelphia,PA,19123,dwelling,,33.2194596,-117.232534,,,,record,,
iaahs061,David Bustill Bowser House,North,841 N. 4th St.,Philadelphia,PA,19123,dwelling,,40.0420208,-75.1803247,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/David_Bustill_Bowser.png/220px-David_Bustill_Bowser.png,"By Unknown author - Pennsylvania Heritage magazine, Winter 2001, vol.XXVII, no. 1. https://archive.org/stream/artisxxxxxxxxblinc#page/n75/mode/2up, Public Domain, https://commons.wikimedia.org/w/index.php?curid=61220599",image/jpeg,,
iaahs062,Ebenezer Don Carlos Bassett House,North,2121 N. 29th St.,Philadelphia,PA,19121,dwelling,,39.988316,-75.180225,,https://upload.wikimedia.org/wikipedia/en/8/86/EbenezerBassett.jpg,"By Unknown - BlackPast.org - http://www.blackpast.org/aah/bassett-ebenezer-d-1833-1908, PD-US, https://en.wikipedia.org/w/index.php?curid=31114452",image/jpeg,,
iaahs063,Fair Hill Burial Ground,North,2901 Germantown Ave.,Philadelphia,PA,19133,cemetery,1842,39.99678,-75.146065,,https://en.wikipedia.org/wiki/Fair_Hill_Burial_Ground#/media/File:Fair_Hill_Philly.JPG,"By Smallbones - Own work, Public Domain, https://commons.wikimedia.org/w/index.php?curid=11516316",image/jpeg,1842,1842
iaahs064,Jessie Redmon Fauset House,North,1853 N. 17th St.,Philadelphia,PA,19121,dwelling,ca. 1885,39.982106,-75.161803,,,,record,1885,1885
iaahs065,John W. Coltrane House,North,1511 N. 33rd St.,Philadelphia,PA,19121,dwelling,1895,39.980283,-75.188424,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/ColtraneH.jpg/500px-ColtraneH.jpg,"By https://www.loc.gov/pictures/item/pa3863.photos.381323p, Public Domain, https://commons.wikimedia.org/w/index.php?curid=34382696",image/jpeg,1895,1895
iaahs066,Pearl Bailey House,North,1946 N. 23rd St.,Philadelphia,PA,19121,dwelling,ca. 1884-1886,39.984933,-75.1718,,https://upload.wikimedia.org/wikipedia/commons/4/44/Pearl_Bailey_-_publicity.jpg,"By William Morris Agency - ebay, Public Domain, https://commons.wikimedia.org/w/index.php?curid=28343387",image/jpeg,1884;1886,1884
iaahs067,Zoar Methodist Church Site,North,409 Brown St.,Philadelphia,PA,19123,church,,39.964018,-75.144913,,https://upload.wikimedia.org/wikipedia/commons/2/26/Zoar_Methodist_Episcopal_Church_-_Brown_St._above_4th%2C_north_side_three_doors_west_of_Fourth._%2820178549985%29.jpg,"By Library Company of Philadelphia - https://www.flickr.com/photos/library-company-of-philadelphia/20178549985/, No restrictions, https://commons.wikimedia.org/w/index.php?curid=52887206",image/jpeg,,
iaahs068,Bethany A.M.E. Church,Northeast,8820 Ashton Rd.,Philadelphia,PA,19136,church,"early 19th century; Elias Chase, builder",40.0421776,-75.1795724,"Elias Chase, builder",,,record,1900s,1900s
iaahs069,Janes Methodist Church Building,Northwest,47-51 E. Haines St.,Philadelphia,PA,19144,church,"1928, Charles Parker",40.03953,-75.176116,Charles Parker,,,record,1928,1928
iaahs070,Germantown Historical Society / Fromberger House,Northwest,5501-5505 Germantown Ave.,Philadelphia,PA,19144,dwelling; young women's christian association; church; office building,"ca. 1795-96; enlarged 1917; renovated after fire, 1930; rehabbed, 1952-54, G. Edwin",39.973054,-75.141599,G. Edwin,https://digital.librarycompany.org/islandora/object/Islandora:3587/datastream/JPG,Library Company of Philadelphia librarycompany.org,image/jpeg,1795;1796;1917;1930; 1952;1954,1795
iaahs071,Northern Home for Children,Northwest,5301 Ridge Ave.,Philadelphia,PA,19128,,"alterations, 1927, Horace Trumbauer (Julian Abele)",40.021044,-75.208578,Horace Trumbauer (Julian Abele),https://upload.wikimedia.org/wikipedia/commons/2/28/Northern_Home_for_Friendless_Children_%2819110485718%29.jpg,"By Library Company of Philadelphia - https://www.flickr.com/photos/library-company-of-philadelphia/19110485718/, No restrictions, https://commons.wikimedia.org/w/index.php?curid=41583110",image/jpeg,1927,1927
iaahs072,Grace Baptist Church Building #1,Northwest,34-36 E. Sharpnack St.,Philadelphia,PA,19119,church,"1908, Jacob Naschold",40.049813,-75.183061,Jacob Naschold,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Baptist_temple_postcard.jpg/440px-Baptist_temple_postcard.jpg,"By Temple University - Temple University, Attribution, https://commons.wikimedia.org/w/index.php?curid=10109627",image/jpeg,1908,1908
iaahs073,Canaan Baptist Church Building / West Side Presbyterian Church Building,Northwest,5430 Pulaski Ave.,Philadelphia,PA,19144,church,"1891, Mantle Fielding",39.822719,-84.8706574,Mantle Fielding,,,record,1891,1891
iaahs074,Germantown YMCA,Northwest,5722 Greene St.,Philadelphia,PA,19144,young men's Christian association,"1928, Thomas, Martin & Kirkpatrick",40.034007,-75.177817,"Thomas, Martin & Kirkpatrick",https://bpldcassets.blob.core.windows.net/derivatives/images/commonwealth:44558z74k/image_access_800.jpg,"Rights status not evaluated.
This work is licensed for use under a Creative Commons Attribution Non-Commercial Share Alike License (CC BY-NC-SA).",image/jpeg,1928,1928
iaahs075,Cliveden,Northwest,6401 Germantown Ave.,Philadelphia,PA,19119,dwelling; museum,"1763, 1764",41.662912,-72.782406,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Cliveden_Mansion%2C_Philadelphia%2C_HABS_PA-1184-88.jpg/1600px-Cliveden_Mansion%2C_Philadelphia%2C_HABS_PA-1184-88.jpg,"By Jack Boucher - Historic American Buildings Survey; Library of Congress HABS PA,51-GERM,64-88, Public Domain, https://commons.wikimedia.org/w/index.php?curid=6571315",image/jpeg,1763;1764,1763
iaahs076,First Protest Against Slavery / Kunder House,Northwest,5109 Germantown Ave.,Philadelphia,PA,19144,dwelling,,39.973054,-75.141599,,https://upload.wikimedia.org/wikipedia/commons/a/ad/Thones_kunders_house.jpg,"By Unattributed - ""The Guide Book to Historic Germantown"" Jenkins, Charles F. (1915); Site and Relic Society, Germantown, Philadelphia, PA, Public Domain, https://commons.wikimedia.org/w/index.php?curid=116715265",image/jpeg,,
iaahs077,Sadie T. M. Alexander House,Northwest,700 Westview St.,Philadelphia,PA,19119,dwelling,,40.050941,-75.187245,,https://upload.wikimedia.org/wikipedia/commons/d/d8/Sadalex2.jpg,"By Unknown author - http://imagesvr.library.upenn.edu/cgi/i/image/image-idx?type=detail&cc=pennarchive&entryid=X-20020909007&viewid=1&sstrt=13&hits=59&q1=Sadie&cat1=All%20Categories&thsz=12&txsz=50&slsz=1&c=pennarchive, Public Domain, https://commons.wikimedia.org/w/index.php?curid=2346358",image/jpeg,,
iaahs078,Bainbridge Club / Hotel Brotherhood USA,South,1523-1529 Bainbridge St.,Philadelphia,PA,19146,clubhouse,"ca. 1919, A. Borzner",39.9939785,-75.1545321,A. Borzner,https://upload.wikimedia.org/wikipedia/commons/7/79/Hotel_Brotherhood_USA_Historical_Marker_1523_Bainbridge_St_Philadelphia_PA_%28DSC_4420%29.jpg,"By NMGiovannucci - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=110457072",image/jpeg,1919,1919
